reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,app_id,sortOrder,sentiment
f732558b-5907-43c0-85eb-6f21cab3b3a4,Mariana Sanches,https://play-lh.googleusercontent.com/a/ACg8ocIijp_1sdsnnqaaWsfKcmyvE5qmRscNd3GrRdekpRJAL-_n5A=mo,"Péssimo. Te mandam jogar um jogo onde você supostamente ganha coisas grátis e as ofertas são atraentes, pra chegar em 90% é rápido, porém a partir daí o jogo se torna cada vez mais difícil, os baús diminuem a água a cada baú que você abre, as plantas não rendem mais, parece que o jogo não quer que você ganhe os itens, pura enganação, não baixem!",1,1968,3.27.0,2025-01-18 21:35:41,,,3.27.0,com.einnovation.temu,most_relevant,0
4101f595-24c8-4f54-aa4e-28b783a7513a,dafine oliveira da silva Oliveira,https://play-lh.googleusercontent.com/a-/ALV-UjVCyU8WDGtsHirHxatMCeLVCNYAgkkJMnDO6rXizChXCjy__yo,"Sinceramente, para compra em si, ele é razoável, mas desinstalei porque a quantidade de spam é terrível. Além de ""promessas"" de brindes e produtos ""bônus"" mentirosos, por exemplo, você compra algo, e aparece que você ganhou x de ""água"" para uma aba chamada farmland, onde você ""ganha"" produtos, mas é literalmente farsa, porque várias pessoas que eu conheço fizeram até o final, gastaram tempo e internet, para no fim ganhar um cupom, que só valia a partir de um valor fixo muito alto, e temporário.",1,1039,3.15.0,2024-11-28 10:48:14,,,3.15.0,com.einnovation.temu,most_relevant,0
9bac7784-bcea-465d-9f40-aceac730dc74,Paloma Andrade,https://play-lh.googleusercontent.com/a-/ALV-UjWPuwij-cSLbPQIi3YXfI8EqGw0aas96fiBVxOFMavi-XnmstGEUQ,"Péssima experiência de compra. É necessário gastar no mínimo R$100 para concluir uma compra, o que é muito limitante. Além disso, os produtos demoram quase um mês para chegar. A navegação na plataforma também é frustrante, já que você precisa selecionar apenas os itens que eles permitem para finalizar a compra. Estou desinstalando o app e excluindo minha conta, pois não pretendo comprar novamente por essa plataforma. A Shopee, por outro lado, oferece uma navegação muito mais fácil e prática.",1,4768,3.6.1,2024-10-22 20:19:23,,,3.6.1,com.einnovation.temu,most_relevant,0
f1a00904-375f-4edb-8c31-3b32b1b40115,Fabíola Almeida,https://play-lh.googleusercontent.com/a-/ALV-UjVOYmggDkTMUlCtYwnslJFG83m-YYueJYHy4-wC9_MEXFLkleU_,"Só não dou zero estrelas porque não tem e eu não testei o app pra comprar. Mas é pura mentira esses mini-games para ganhar item ""grátis"". É difícil você completar o Fishland ou Farmland tanto que fica ainda mais complicado, ele vai aumentando a quantidade de Água e alimentação, no começo é fácil e parece alcançável depois vai ficando cada vez mais e difícil e não chega nunca nos 100%. Os anúncios são extremamente apelativos para você ficar convidando muitas e muitas pessoas. Desonesto e enganoso",1,1840,3.3.0,2024-10-11 01:13:25,,,3.3.0,com.einnovation.temu,most_relevant,0
4412679b-70d5-4b3c-8ade-77b70231ed90,Áleff Lucas Lima Alves,https://play-lh.googleusercontent.com/a-/ALV-UjV6NZE7QPINauKDBZHFwLV8hop19eA_wV0w3bLYMNhkjfMEv2He,"Vocês deveriam parar com a Farmland, além de ser um negócio muito cansativo, é muito mentiroso. Não faz sentido ir até o final de uma determinada maneira e quando você tá quase ganhando o prêmio, te fazem de burro mudando a dificuldade toda hora. É uma coisa muito desagradável, estou perdendo a paciência! Muito deselegante! Só por conta desse defeito estou pensando em parar de usar o app. Isso não deve se fazer!",1,327,3.30.0,2025-01-29 15:44:01,,,3.30.0,com.einnovation.temu,most_relevant,0
ecbc2eca-c0b8-4c0c-aa0d-630ca6fd71da,Erveson José,https://play-lh.googleusercontent.com/a/ACg8ocIuItKusYYXfipLglDILVpaBTSlUlnIw9RDfsC0klvWytVg6-o=mo,"Muito ruim. Tem a missão que nunca se consegue alcançar. O app é muito poluída. Agora tem uma coisa, fala da questão de intens grátis para novas pessoas, não tem como retirar nada. E ainda tem jogos horríveis que não dá para alcançar as missões. Se é assim é melhor parar, já que é impossível. Acho que até agora a única que dá pra confiar é shopee e shein que o resto é tudo enganação.",1,6,3.30.0,2025-01-30 02:14:49,,,3.30.0,com.einnovation.temu,most_relevant,0
073eb2db-277f-48dd-bd57-6318e210f53d,Allexandre S.,https://play-lh.googleusercontent.com/a-/ALV-UjV6Mi1UD95p3PMjUjUViiXGNnAWTfLntmTDAZk6kiqkR3Mty49zjA,"O app tem ofertas atraentes e que chamam muita atenção. O problema é a falta de transparência. Te mandam jogar um jogo para ganhar brindes, supostamente grátis, e fazem diversas exigências diárias, até chegar em 99% é rápido, depois se torna muito cansativo continuar. Além que exigem um valor mínimo de compras de 100 a 260 reais para conseguir pegar esses ""brindes"". Faltou transparência do app nisso.",1,4500,3.24.1,2025-01-07 10:30:12,,,3.24.1,com.einnovation.temu,most_relevant,0
92a90ba6-87e1-4b1e-8851-cf37c8fffb1a,João Paulo Oliveira,https://play-lh.googleusercontent.com/a/ACg8ocKp_IF_HVHq7p6Tg81zm6r8Ufo3cJD4QqNkY1-BTpF3BgLkdQ=mo,"Sinceramente não imprensa ter o app, os preços não são baratos e a entrega demora tanto que a pessoa até esquece da compra. E se alguém for comprar pra ganhar produtos gratuitos nos jogos pode desistir, no início vai enchendo rápido mais depois vão só dificultando e vc vê enchendo a barra tão devagar que tu desiste rápido. Não vale nem uma estrela !!!",1,6,3.30.0,2025-01-29 16:27:32,,,3.30.0,com.einnovation.temu,most_relevant,0
4f1c12a2-335d-4bb5-8d6a-85f529d4884b,Angelie Crystal Arcquell,https://play-lh.googleusercontent.com/a-/ALV-UjXwV9Fa49S_l19ZJn7EcVkbzYS_DMdW5sxHjrDbnG0Dx_GBG_4x,"Fraude e golpe. Sem o mínimo de vergonha na cara. Primeiro, anunciam duas compras gratuitas. Quando finaliza-se os passos para as compras, dizem que é preciso gastar 3x mais o valor que seria isento da compra. Um minuto depois, anunciam um desconto super alto, só que te mandam comprar algo antes para obter o desconto; tendo finalizado a compra, quando ganha, quebram o valor do desconto em várias partes, tornando impossível comprar algo por um preço decente. Enfim, canalhas.",1,2468,3.27.0,2025-01-20 20:48:12,,,3.27.0,com.einnovation.temu,most_relevant,0
e45f7217-4d38-41ba-a2ec-1c0819548f1f,Dionizio Junior,https://play-lh.googleusercontent.com/a-/ALV-UjVNtQ05GtFJ3gvw5nYTqyW_FKkn16eVpLLOhfZqlzRWXF55tho1,"Enganação pura. Itens mais caros que nos apps concorrentes. Além disso, prometem itens gratuitos através de jogos dentro do app como forma de cabresto, tem que gastar dentro do app para obter água ou isca para jogar e conseguir ""itens de graça"". Quando está chegando perto de ganhar os itens, o jogo fica mais complicado e não rende nada, além de tirar e reduzir opções que dão água ou isca de forma gratuita. Esse app é pura enganação.",1,893,3.25.12,2025-01-11 06:34:45,,,3.25.12,com.einnovation.temu,most_relevant,0
03f854a4-2e23-4df5-bd6e-3ba7659cc7b3,Paulo Palhari,https://play-lh.googleusercontent.com/a/ACg8ocJ_BI7K3U3Rs9KDRDjTTmgcNc6xvcYQZJq1KnPqTQPTEdq4GA=mo,"Muito chato, manda excessivamente mensagens e notificações, spam terrível no email. O aplicativo parece mais um joguinho cheio de anúncios, é irritante as ofertas ""bait"" e os prêmios ""bait"" constantes, tu não consegue navegar e procurar os produtos em paz. Deviam melhorar a experiência de busca, está muito ultrapassada e direcionada demais. Num mesmo dia posso querer comprar um tênis e uma vara de pescar. Mas para briblar o algoritmo e conseguir comprar as duas coisas é terrível.",1,3401,3.13.0,2024-11-25 10:45:25,,,3.13.0,com.einnovation.temu,most_relevant,0
81a630ad-d816-476b-b5db-5c471de2553a,Camila Menezes,https://play-lh.googleusercontent.com/a/ACg8ocIFE1RwjepGfyAUSsUzlAoInGFyUcnBmQWEgJ6dju2t8vU9OA=mo,"Baixei o aplicativo com a expectativa de aproveitar as promoções e cupons de desconto que prometia. No entanto, a experiência foi extremamente decepcionante. Apesar de ser atraente na propaganda, a realidade é outra: para utilizar os tais ""descontos"", é necessário realizar uma compra mínima de R$100. Isso não é mencionado de forma clara, e acaba sendo frustrante descobrir essa exigência depois de todo o processo de cadastro e navegação. Zero transparência!!!",1,12490,3.21.0,2024-12-22 20:44:46,,,3.21.0,com.einnovation.temu,most_relevant,0
137b28da-fbd3-4050-9ac9-e94ea0ef1e17,Marcel Arthur Cavalcante de Souza,https://play-lh.googleusercontent.com/a-/ALV-UjUrb-TtIU6vY5z0unHW9di6hcoE36unu-MqzUIZ2QUp_g-pH2XB,"Quanto a usabilidade do aplicativo, não tem nada de mais, de fato existem outros bem mais intuitivos. Quanto a promoção que eles colocam nas propagandas, é uma enganação total, será nescessário jogar um game dentro do app para ganhar uma moeda desse mesmo game até completar um objetivo que nunca chegará. As pessoas vão passar meses jogando com a falsa esperança que no final ganha o prêmio, mas quanto mais perto do objetivo, mas escasso o XP se torna, o jogo nunca acaba. É uma tremenda enganação!",1,1255,3.12.10,2024-11-20 12:16:26,,,3.12.10,com.einnovation.temu,most_relevant,0
413e7f74-ee63-4a03-a836-7233e20bcf28,Rogério Carvalho,https://play-lh.googleusercontent.com/a-/ALV-UjVU5WEqr11jydc1DtRUamIWNeM9wfn2xzB4vTYykyX_bSeziaI3,"Para compras não é ruim embora o preço seja mais alto que os concorrentes. O problema é querer fazer o cliente de besta. Te mandam escolher brindes. Após, te põe num jogo para fazer uma série de exigências diárias, trazer novos usuários, compras de no mínimo 100 a 260 o tempo todo. O avanço no início é rápido mas quando chega perto os itens vão ficando escassos e valendo menos. Ou você comprarn sei lá 10, 20x o valor do brinde ou não consegue. NÃO GANHA.",1,3353,3.18.0,2024-12-13 07:39:15,,,3.18.0,com.einnovation.temu,most_relevant,0
0f61b5bb-e2f3-465f-9819-035932fbe623,Anne Gomes (Raykaka),https://play-lh.googleusercontent.com/a-/ALV-UjUofvKXELCMNS5xJmxd8RJEVV3skiTB7IKoC5WlZQbIYgThIevX,"Para quem quer saber sobre os prêmios, no início é rápido, mas depois eles demoram mais pra conseguir, eu baixei esse app no meio do ano passado ou no início, estou até hoje tentando ver se é verdade sobre os prêmios, só que eles vão indo devagar demais, e isso fica frustrante, 99,98...vê se pode um negócio desse... Sem contar os valores dos produtos, muito caros, os impostos e descontos que nem existem, e pra conseguir algo você tem qie fazer uma compar acima de R$100 reais, que app é esse????",1,202,3.25.12,2025-01-11 01:17:11,,,3.25.12,com.einnovation.temu,most_relevant,0
ae9b152a-0f89-430c-bb7c-737a9383b61b,Guilherme_,https://play-lh.googleusercontent.com/a-/ALV-UjX_YTKcB1IuaE9C5cVh4v73ySlW1loNsmRZSC8wgzmMSCLaj68,"um dos piores aplicativos de compras online. Não recomendo. Muitas pessoas conheceram o aplicativo por dar itens de graça, e realmente parece ser verídico, porém ao longo do processo para resgatar esses itens, você é só enrolado, mais e mais. Outro ponto ruim no aplicativo são os itens que são muito caros, e quando é encontrado um item mais barato, é possível comprar apenas a partir de tal preço. Tenho diversos pontos negativos sobre o aplicativo, mas existe limite de linhas a reclamar",1,3125,3.15.9,2024-12-01 12:24:23,,,3.15.9,com.einnovation.temu,most_relevant,0
3403e391-7f03-46d3-a677-3885a9a79b1d,Rodrigo&Kathland Polette,https://play-lh.googleusercontent.com/a/ACg8ocJmGvJHPXPzHDFqN3cLFt7GGHhbtc0VYzLRZ08Sxo5EbrVJaw=mo,"O tempo todo aparecem prêmios falsos! Depois você quase consegue e após ficam pedindo a todo instante que compartilhe e convide mais pessoas para este app cheio de promessas vazias. Os desafios que colocam para obter algo, sempre acaba ficando mais difícil, quase a ponto de ser impossível. Como sou muito teimoso, vou ver se é possível concluir, mas depois disso nunca mais uso esse app só de promessas... Tem mais, na Apple eles excluem os comentários negativos!!",1,1703,3.11.1,2024-11-07 12:22:01,,,3.11.1,com.einnovation.temu,most_relevant,0
e0c167f0-44f0-484a-a15b-770572cd2964,Nathália Ramos bro,https://play-lh.googleusercontent.com/a-/ALV-UjWeRSEKhC9IxdTkP2pdfBS_roPSU24ZL1lZ4LfFGRsrfZPK0TD6,"Na verdade, o app oferece item grátis e sim, você realmente os recebe. Porém exige muito tempo e esforço, você basicamente trabalha pro aplicativo, se escraviza. Os itens são caros, os descontos são uma farsa, impostos muito altos, desafios difíceis demais para itens gratuitos, etc. Recebi 4 itens grátis mas demorei muito, não recomendo pra ninguém esse estresse",1,2088,3.11.1,2024-11-13 07:37:29,,,3.11.1,com.einnovation.temu,most_relevant,0
74d8c819-b3c2-4ef7-bf89-bad05524586d,Christian Rocumback Hessel,https://play-lh.googleusercontent.com/a-/ALV-UjVgNeoCL8I4dA0fH75kkvU5qoa8Jru8EjXVYn0uC6C7w9nB_sg,"O aplicativo de um modo geral e fraco, mas entrega o que promete, fiz uma compra e não recebi ainda, está dentro do prazo, O problema mesmo é referente aos ""prêmios"", principalmente os ligados a jogos, as regras não são divulgadas e os jogos se são possíveis vencer, e uma tarefa tão difícil quanto uma medalha olímpica, entrei em contato com a central para solicitar as regras para entender como vencer, mesmo que fosse difícil. Pasmem, a reposta foi, não temos essa informação, é coisa de sistema.",1,791,3.15.9,2024-12-03 20:23:44,,,3.15.9,com.einnovation.temu,most_relevant,0
